user,failed_logins,docs_accessed,session_duration_min,day_of_week,download_mb,own_section,role,entity_type,is_anomaly
user_48@scp.local,0,5,30.0,2,47.27,0.92,4,1,0
user_46@scp.local,0,5,95.5,4,46.87,0.95,1,2,0
user_7@scp.local,0,1,109.6,2,39.15,0.87,2,1,0
user_19@scp.local,0,5,6.3,3,48.46,0.94,5,1,0
user_21@scp.local,0,2,60.6,2,36.35,0.94,1,1,0
user_16@scp.local,0,8,110.6,4,25.39,0.96,2,2,0
user_2@scp.local,0,7,36.1,2,32.9,0.95,5,1,0
user_47@scp.local,0,10,105.1,2,40.32,0.84,3,1,0
user_44@scp.local,0,9,93.1,0,35.69,0.84,5,2,0
user_31@scp.local,0,1,84.7,3,25.31,0.82,3,1,0
user_9@scp.local,0,5,59.8,4,45.51,1.0,2,1,0
user_46@scp.local,0,46,13.3,1,25.28,0.05,5,1,1
user_31@scp.local,0,8,31.6,3,13.92,0.87,4,1,0
user_13@scp.local,0,4,37.4,0,20.38,0.82,2,2,0
user_50@scp.local,0,5,58.1,4,12.68,0.88,3,2,0
user_29@scp.local,0,8,101.4,2,26.61,0.89,1,2,0
user_16@scp.local,0,8,31.4,4,7.89,0.97,4,2,0
user_13@scp.local,0,2,96.3,2,39.02,0.95,1,2,0
user_40@scp.local,0,4,103.1,0,32.71,0.86,2,2,0
user_6@scp.local,0,10,37.9,1,30.4,0.96,1,2,0
user_43@scp.local,0,1,94.0,0,21.38,0.99,1,1,0
user_40@scp.local,0,8,21.4,4,20.03,0.96,4,2,0
user_16@scp.local,0,2,37.9,1,24.52,0.84,1,1,0
user_43@scp.local,0,89,48.4,3,792.16,0.91,4,2,1
user_45@scp.local,0,0,6.5,1,25.96,0.82,2,2,0
user_16@scp.local,0,3,373.9,6,19.42,0.93,4,1,1
user_23@scp.local,0,7,29.6,2,0.85,0.93,5,2,0
user_6@scp.local,0,2,57.1,2,6.12,0.81,1,1,0
user_12@scp.local,0,6,62.7,1,7.52,0.98,3,1,0
user_36@scp.local,0,5,66.1,1,5.54,0.95,2,2,0
user_29@scp.local,0,2,31.9,0,14.54,0.84,3,1,0
user_50@scp.local,0,8,68.9,0,44.16,0.99,5,1,0
user_27@scp.local,0,9,58.6,1,31.98,0.89,2,2,0
user_30@scp.local,0,44,38.3,1,48.23,0.12,2,2,1
user_19@scp.local,0,6,42.4,3,3.87,0.95,2,2,0
user_5@scp.local,0,3,70.0,2,16.34,0.94,5,2,0
user_8@scp.local,0,6,76.0,1,48.62,1.0,5,2,0
user_2@scp.local,0,10,43.3,2,22.8,0.85,5,2,0
user_9@scp.local,0,3,117.5,1,17.24,0.9,5,2,0
user_4@scp.local,0,2,33.0,1,20.98,0.96,5,1,0
user_20@scp.local,0,4,98.8,0,0.55,0.92,2,1,0
user_11@scp.local,0,2,33.3,4,34.71,0.88,1,2,0
user_13@scp.local,0,9,103.1,4,44.33,1.0,1,2,0
user_35@scp.local,0,3,92.6,2,27.64,0.88,2,1,0
user_45@scp.local,0,8,290.9,6,14.8,0.86,2,2,1
user_1@scp.local,0,1,90.6,4,6.24,0.92,1,1,0
user_37@scp.local,0,8,59.0,2,43.81,0.97,3,1,0
user_27@scp.local,0,3,82.5,2,31.33,0.84,4,1,0
user_48@scp.local,0,8,84.7,1,43.45,0.94,5,2,0
user_27@scp.local,0,6,25.2,3,12.69,0.91,1,2,0
user_22@scp.local,0,7,12.3,2,23.43,0.92,1,1,0
user_21@scp.local,0,10,13.6,0,23.92,0.8,2,2,0
user_29@scp.local,0,63,25.1,1,38.08,0.97,4,1,1
user_28@scp.local,0,10,77.5,1,11.72,0.87,3,1,0
user_30@scp.local,0,5,45.2,2,6.86,0.83,4,1,0
user_12@scp.local,0,10,64.7,4,5.7,0.86,1,2,0
user_26@scp.local,0,2,53.5,4,7.86,0.81,3,1,0
user_24@scp.local,0,6,108.7,3,45.57,0.94,5,1,0
user_40@scp.local,0,4,119.9,1,19.75,0.86,5,1,0
user_49@scp.local,0,8,115.2,3,11.21,0.82,2,2,0
user_27@scp.local,0,5,113.9,2,4.22,0.88,2,1,0
user_7@scp.local,0,8,13.6,0,5.29,0.85,5,2,0
user_39@scp.local,0,1,86.6,4,23.52,0.81,2,1,0
user_7@scp.local,0,0,37.8,3,6.03,0.82,5,2,0
user_36@scp.local,0,1,100.3,3,3.28,0.97,3,1,0
user_17@scp.local,0,3,7.1,2,22.62,0.86,4,1,0
user_36@scp.local,0,10,404.9,6,36.33,0.81,4,1,1
user_7@scp.local,0,3,92.8,2,5.28,0.95,2,2,0
user_24@scp.local,0,7,80.1,0,8.9,0.87,3,1,0
user_26@scp.local,0,3,67.7,0,41.06,0.82,3,1,0
user_10@scp.local,19,7,31.2,3,17.82,0.93,1,2,1
user_7@scp.local,0,3,7.2,0,38.78,0.94,5,1,0
user_38@scp.local,0,5,87.5,1,5.11,0.84,4,2,0
user_11@scp.local,0,1,105.5,1,48.42,0.94,5,2,0
user_13@scp.local,0,2,22.7,3,23.7,0.92,2,1,0
user_33@scp.local,0,3,36.7,3,35.06,0.91,2,2,0
user_1@scp.local,0,1,66.1,0,30.83,0.83,4,2,0
user_12@scp.local,0,2,12.1,1,5.65,0.84,5,1,0
user_3@scp.local,0,8,97.0,0,38.73,0.87,5,1,0
user_49@scp.local,0,1,65.9,0,14.87,0.96,2,2,0
user_24@scp.local,0,6,29.1,1,4.31,0.89,4,1,0
user_42@scp.local,0,7,106.6,2,0.08,0.93,2,2,0
user_6@scp.local,0,5,329.4,6,25.72,0.93,2,2,1
user_18@scp.local,0,6,111.4,4,40.19,0.89,4,2,0
user_36@scp.local,0,1,62.3,4,41.02,0.82,5,2,0
user_13@scp.local,0,9,116.0,3,36.68,0.98,3,2,0
user_8@scp.local,0,9,15.1,2,14.71,0.97,2,1,0
user_22@scp.local,0,5,101.3,0,45.61,0.92,4,1,0
user_16@scp.local,0,0,93.7,2,0.77,0.89,5,1,0
user_44@scp.local,0,8,84.0,1,11.61,0.84,1,1,0
user_34@scp.local,0,7,80.7,0,26.41,0.81,3,1,0
user_47@scp.local,0,6,63.6,2,31.09,0.96,1,2,0
user_25@scp.local,0,8,107.4,3,49.6,1.0,5,2,0
user_49@scp.local,0,10,64.0,1,14.4,0.98,4,1,0
user_36@scp.local,0,6,65.1,2,16.61,1.0,1,1,0
user_37@scp.local,0,9,95.4,0,5.11,0.92,5,2,0
user_13@scp.local,0,2,83.0,2,38.06,0.8,4,1,0
user_8@scp.local,0,8,26.0,4,42.0,0.9,3,2,0
user_7@scp.local,0,10,28.4,0,49.22,0.91,2,2,0
user_28@scp.local,0,0,11.1,1,43.62,0.87,2,2,0
user_16@scp.local,0,3,64.7,4,26.55,1.0,3,2,0
user_39@scp.local,11,8,101.3,1,9.93,1.0,5,1,1
user_46@scp.local,0,8,70.8,3,5.59,0.96,3,1,0
user_7@scp.local,0,5,5.6,0,46.24,0.87,2,1,0
user_27@scp.local,0,5,17.2,4,22.93,0.94,5,2,0
user_17@scp.local,0,5,34.7,3,38.01,0.89,1,2,0
user_44@scp.local,0,6,85.5,1,21.56,0.83,3,1,0
user_15@scp.local,0,2,30.0,4,9.45,0.9,2,2,0
user_28@scp.local,0,6,401.0,6,41.27,0.99,2,1,1
user_44@scp.local,0,1,48.0,1,9.94,0.81,1,2,0
user_46@scp.local,0,3,59.8,0,23.01,0.89,1,2,0
user_49@scp.local,0,0,85.0,2,42.71,0.96,3,1,0
user_50@scp.local,0,2,14.8,2,16.7,0.99,2,2,0
user_43@scp.local,0,45,74.2,1,972.01,0.82,1,2,1
user_20@scp.local,0,6,106.1,0,31.49,0.99,1,2,0
user_32@scp.local,0,0,105.5,0,22.59,0.98,5,2,0
user_3@scp.local,0,2,82.4,0,20.69,0.96,5,2,0
user_40@scp.local,0,1,22.2,3,5.51,0.95,4,2,0
user_15@scp.local,0,3,102.9,4,0.06,0.87,3,1,0
user_40@scp.local,0,39,25.4,3,511.1,0.82,5,2,1
user_1@scp.local,0,9,50.4,4,8.62,0.91,1,2,0
user_48@scp.local,0,8,82.2,2,28.5,0.91,3,2,0
user_5@scp.local,0,2,93.0,4,31.98,0.87,5,1,0
user_41@scp.local,0,7,85.9,1,47.85,0.84,3,2,0
user_4@scp.local,0,10,68.1,2,14.97,0.99,2,1,0
user_5@scp.local,0,7,33.4,2,23.03,0.96,4,1,0
user_24@scp.local,0,2,76.2,1,21.8,0.94,5,2,0
user_50@scp.local,15,10,9.6,2,13.01,0.97,3,1,1
user_21@scp.local,0,4,42.9,2,6.89,0.94,5,1,0
user_40@scp.local,0,9,60.8,4,42.75,0.93,4,1,0
user_40@scp.local,0,10,12.7,4,18.86,0.91,4,1,0
user_44@scp.local,0,0,94.9,1,18.36,0.87,2,2,0
user_23@scp.local,0,10,80.2,0,30.45,0.81,3,1,0
user_18@scp.local,0,2,76.3,0,1.87,0.88,1,1,0
user_29@scp.local,19,10,71.4,3,43.84,0.87,1,2,1
user_29@scp.local,0,0,42.0,4,21.95,0.89,1,1,0
user_38@scp.local,0,8,100.8,4,18.82,0.8,4,2,0
user_20@scp.local,0,10,63.0,4,40.53,0.81,5,2,0
user_33@scp.local,0,5,61.6,3,32.99,0.87,2,2,0
user_39@scp.local,23,5,35.7,3,11.21,0.84,1,1,1
user_4@scp.local,0,10,80.7,4,47.6,0.96,2,2,0
user_17@scp.local,0,5,57.4,3,48.89,0.85,1,1,0
user_6@scp.local,0,8,40.4,1,45.72,0.95,3,2,0
user_37@scp.local,0,9,40.1,2,28.32,0.92,5,1,0
user_22@scp.local,0,10,103.3,4,8.18,0.97,4,2,0
user_28@scp.local,0,7,118.9,3,26.17,0.86,1,1,0
user_40@scp.local,0,3,28.7,1,22.37,0.94,4,2,0
user_28@scp.local,0,67,10.7,0,1807.39,0.85,1,1,1
user_4@scp.local,0,5,17.4,1,35.9,0.87,4,1,0
user_21@scp.local,0,6,29.1,0,21.44,0.91,4,2,0
user_28@scp.local,0,6,16.5,0,47.65,0.98,5,1,0
user_49@scp.local,0,1,11.8,3,30.55,0.89,4,2,0
user_13@scp.local,0,1,74.8,0,9.02,0.92,3,1,0
user_19@scp.local,0,6,29.0,2,8.38,0.97,3,1,0
user_17@scp.local,0,5,33.0,4,31.88,0.82,5,2,0
user_22@scp.local,0,8,107.3,0,14.55,0.97,2,2,0
user_5@scp.local,0,3,52.5,0,26.97,0.97,1,2,0
user_23@scp.local,0,6,5.8,3,29.1,0.83,4,1,0
user_47@scp.local,0,10,49.8,3,40.21,0.99,2,2,0
user_18@scp.local,0,42,12.2,0,1025.94,0.81,5,2,1
user_38@scp.local,0,8,67.4,0,5.4,0.88,5,1,0
user_9@scp.local,0,0,55.4,4,49.23,0.9,5,2,0
user_28@scp.local,0,3,47.9,4,10.83,0.93,3,1,0
user_47@scp.local,0,2,103.6,0,22.6,0.81,5,2,0
user_46@scp.local,0,1,91.7,0,48.03,0.83,3,1,0
user_43@scp.local,0,10,32.4,4,4.98,0.94,4,2,0
user_6@scp.local,0,7,55.9,2,43.34,0.93,2,1,0
user_12@scp.local,0,5,49.5,4,26.01,0.9,5,2,0
user_4@scp.local,0,5,41.0,2,16.11,0.94,4,1,0
user_34@scp.local,0,10,29.2,3,29.53,0.97,2,1,0
user_27@scp.local,14,7,34.1,2,6.36,0.93,1,2,1
user_38@scp.local,0,0,106.1,0,47.31,0.85,1,1,0
user_48@scp.local,0,9,119.3,3,11.34,0.97,2,2,0
user_39@scp.local,0,3,87.3,1,9.75,0.98,4,2,0
user_48@scp.local,0,5,74.8,2,48.35,0.94,3,2,0
user_16@scp.local,0,10,72.5,2,8.1,0.97,2,2,0
user_49@scp.local,0,94,20.8,1,42.0,0.84,3,2,1
user_11@scp.local,0,4,89.6,4,28.7,0.82,1,1,0
user_16@scp.local,0,0,99.1,2,12.38,0.81,4,2,0
user_39@scp.local,0,4,107.1,3,26.26,0.96,2,2,0
user_2@scp.local,0,4,74.6,2,8.83,0.9,2,2,0
user_14@scp.local,0,4,65.1,1,49.74,0.8,3,1,0
user_41@scp.local,0,8,47.8,2,22.34,0.81,3,2,0
user_39@scp.local,0,2,108.1,3,2.41,0.96,3,1,0
user_3@scp.local,0,2,110.0,3,41.66,0.89,4,2,0
user_12@scp.local,0,8,84.0,4,44.78,0.87,1,2,0
user_13@scp.local,0,10,112.2,2,10.32,0.82,5,1,0
user_45@scp.local,0,6,62.3,1,10.62,0.82,2,2,0
user_7@scp.local,0,10,36.7,3,31.39,0.93,5,2,0
user_36@scp.local,0,0,105.7,3,17.88,0.97,1,1,0
user_40@scp.local,0,10,87.4,1,10.37,0.81,2,1,0
user_20@scp.local,0,41,15.4,0,1193.4,0.88,1,1,1
user_16@scp.local,0,9,78.2,3,43.83,0.91,2,1,0
user_4@scp.local,0,4,62.4,2,46.99,0.86,2,1,0
user_47@scp.local,0,5,113.8,1,47.32,0.81,1,2,0
user_3@scp.local,11,1,99.0,1,12.45,0.97,2,1,1
user_31@scp.local,0,7,112.4,2,32.67,1.0,2,2,0
user_10@scp.local,0,8,31.6,0,19.48,0.84,1,2,0
user_34@scp.local,0,6,20.3,2,17.08,0.96,2,2,0
user_38@scp.local,0,5,19.7,2,20.43,0.83,4,1,0
user_29@scp.local,0,9,53.8,3,25.03,0.94,2,2,0
user_49@scp.local,0,5,27.8,4,23.2,0.87,2,2,0
user_12@scp.local,0,5,36.1,3,30.46,0.92,5,1,0
user_36@scp.local,0,1,60.0,4,17.03,0.9,2,2,0
user_46@scp.local,0,7,87.0,2,3.84,0.82,2,1,0
user_14@scp.local,0,3,28.8,0,32.88,0.89,3,1,0
user_24@scp.local,0,2,119.2,1,10.29,0.98,2,2,0
user_34@scp.local,0,0,9.0,3,35.75,0.95,1,1,0
user_31@scp.local,0,0,31.0,3,0.48,0.88,5,2,0
user_19@scp.local,0,7,105.2,2,6.82,0.96,4,1,0
user_23@scp.local,0,4,13.6,1,5.3,1.0,1,1,0
user_8@scp.local,0,8,83.3,0,20.34,0.91,2,1,0
user_32@scp.local,0,8,16.5,4,6.46,0.88,1,2,0
user_32@scp.local,0,5,26.9,3,10.91,0.84,3,1,0
user_47@scp.local,0,7,6.7,3,31.11,0.9,1,2,0
user_38@scp.local,0,9,80.9,0,27.66,0.91,3,2,0
user_29@scp.local,0,4,19.7,4,46.54,0.96,4,2,0
user_34@scp.local,0,7,31.4,3,30.36,0.81,1,2,0
user_27@scp.local,0,0,16.2,4,10.3,0.9,5,2,0
user_5@scp.local,0,0,66.5,3,35.22,0.83,1,2,0
user_22@scp.local,0,2,56.3,3,30.87,0.91,1,2,0
user_38@scp.local,0,0,60.2,0,16.48,1.0,2,1,0
user_16@scp.local,26,8,13.6,4,22.74,0.81,4,1,1
user_29@scp.local,0,5,96.5,0,27.01,0.82,2,1,0
user_40@scp.local,0,6,71.5,4,6.91,0.96,5,1,0
user_49@scp.local,0,1,101.8,4,45.21,0.96,2,1,0
user_47@scp.local,0,2,117.0,4,8.85,0.8,5,1,0
user_14@scp.local,0,7,35.8,4,21.08,0.98,5,2,0
user_47@scp.local,0,7,113.7,3,24.42,0.97,1,1,0
user_19@scp.local,0,6,33.1,4,4.39,0.92,2,1,0
user_36@scp.local,0,6,19.6,2,42.95,0.8,1,1,0
user_40@scp.local,0,8,76.4,3,17.7,0.86,4,1,0
user_25@scp.local,0,7,111.5,0,49.55,0.97,4,1,0
user_19@scp.local,0,7,57.1,4,40.1,0.83,5,1,0
user_33@scp.local,0,2,18.6,1,37.9,0.94,1,2,0
user_44@scp.local,0,8,113.5,0,46.45,0.94,3,1,0
user_9@scp.local,0,4,43.1,2,48.91,0.98,3,1,0
user_50@scp.local,0,1,59.2,2,13.14,0.99,5,2,0
user_4@scp.local,0,0,115.3,2,17.81,0.93,4,1,0
user_2@scp.local,0,9,104.6,2,30.79,0.85,1,2,0
user_30@scp.local,0,5,46.5,0,8.21,0.87,2,2,0
user_40@scp.local,21,4,56.8,4,46.13,0.82,3,1,1
user_25@scp.local,0,5,117.4,3,25.85,0.92,5,1,0
user_19@scp.local,0,8,459.9,6,24.82,0.97,4,2,1
user_28@scp.local,0,0,50.5,1,0.58,0.83,1,1,0
user_44@scp.local,0,8,59.5,1,36.79,0.94,5,1,0
user_50@scp.local,0,9,29.9,4,41.46,0.88,1,1,0
user_7@scp.local,0,1,79.0,1,0.57,0.84,3,2,0
user_5@scp.local,0,10,80.5,2,9.08,0.85,4,2,0
user_33@scp.local,0,8,61.9,0,15.93,0.82,5,1,0
user_45@scp.local,0,9,25.5,4,8.39,0.96,2,2,0
user_32@scp.local,0,8,60.0,3,13.95,0.89,3,1,0
user_46@scp.local,0,2,10.0,1,11.83,0.95,2,2,0
user_33@scp.local,0,6,43.1,0,5.15,0.99,5,2,0
user_16@scp.local,0,67,108.6,1,957.41,0.97,1,1,1
user_13@scp.local,30,0,17.5,0,40.06,0.93,3,1,1
user_6@scp.local,0,87,14.0,1,23.01,0.85,4,2,1
user_46@scp.local,0,9,29.1,4,7.7,0.97,4,1,0
user_45@scp.local,0,5,65.5,0,38.89,0.84,1,1,0
user_13@scp.local,0,4,73.4,0,12.46,0.99,2,2,0
user_36@scp.local,0,4,110.8,2,20.72,0.92,4,2,0
user_8@scp.local,0,9,55.4,4,39.15,0.91,3,1,0
user_29@scp.local,0,9,27.4,4,10.52,0.95,1,1,0
user_23@scp.local,0,1,40.6,4,29.7,0.91,1,1,0
user_4@scp.local,0,2,55.8,4,21.28,0.88,5,1,0
user_4@scp.local,0,9,57.7,2,18.64,0.85,1,2,0
user_18@scp.local,0,10,41.4,2,48.95,0.97,3,1,0
user_40@scp.local,0,9,8.2,2,42.33,0.98,4,1,0
user_18@scp.local,0,0,86.3,1,11.77,0.8,1,1,0
user_7@scp.local,0,120,16.0,3,10.65,0.95,2,2,1
user_36@scp.local,0,6,93.2,1,19.09,0.87,3,2,0
user_19@scp.local,0,9,46.6,1,20.55,0.81,5,1,0
user_6@scp.local,0,19,67.0,2,30.53,0.29,3,1,1
user_9@scp.local,0,5,89.3,2,17.65,0.86,4,1,0
user_46@scp.local,0,6,88.6,1,13.79,0.87,3,2,0
user_16@scp.local,0,7,80.6,2,44.92,0.94,3,1,0
user_35@scp.local,0,10,67.8,2,23.78,0.93,1,2,0
user_31@scp.local,0,4,33.7,2,24.48,0.86,3,1,0
user_47@scp.local,0,7,35.5,4,21.78,0.95,3,2,0
user_5@scp.local,0,7,43.7,1,35.42,0.98,2,2,0
user_16@scp.local,0,3,101.2,1,38.13,0.96,3,2,0
user_30@scp.local,0,6,386.1,6,1.18,0.9,5,2,1
user_5@scp.local,0,2,77.3,4,12.38,0.94,1,1,0
user_44@scp.local,0,3,6.6,3,13.7,0.91,2,2,0
user_41@scp.local,0,3,115.3,2,34.71,0.9,5,1,0
user_28@scp.local,0,6,53.0,0,41.53,0.89,5,2,0
user_27@scp.local,0,8,55.7,2,4.43,0.94,2,1,0
user_33@scp.local,0,6,17.0,0,6.79,0.83,5,1,0
user_32@scp.local,0,7,50.1,0,36.81,0.98,1,2,0
user_2@scp.local,0,0,11.0,0,0.95,0.95,4,1,0
user_34@scp.local,0,4,114.0,3,11.32,0.95,4,1,0
user_10@scp.local,0,7,61.2,2,33.01,0.86,1,2,0
user_25@scp.local,0,10,18.9,4,39.11,1.0,5,1,0
user_39@scp.local,0,0,8.9,0,26.61,1.0,1,1,0
user_34@scp.local,0,4,84.9,3,29.39,0.98,4,2,0
user_44@scp.local,0,8,40.9,4,6.5,0.96,3,1,0
user_15@scp.local,0,9,110.6,0,24.24,0.81,4,1,0
user_35@scp.local,0,9,116.5,3,23.96,0.83,3,2,0
user_50@scp.local,0,10,47.0,0,44.24,0.84,5,1,0
user_17@scp.local,0,7,27.4,0,5.78,0.9,4,1,0
user_28@scp.local,0,10,36.4,1,28.65,0.96,5,2,0
user_35@scp.local,0,5,54.1,3,4.75,0.91,3,1,0
user_28@scp.local,0,5,119.5,3,16.58,0.94,4,2,0
user_8@scp.local,0,4,78.4,3,17.72,0.82,4,1,0
user_10@scp.local,0,7,51.0,4,47.75,0.97,1,1,0
user_9@scp.local,0,0,31.7,2,29.51,0.86,1,1,0
user_38@scp.local,0,8,105.5,3,0.15,0.95,2,2,0
user_13@scp.local,0,7,83.5,2,24.27,0.89,1,2,0
user_37@scp.local,0,5,110.7,0,1.52,0.84,5,1,0
user_25@scp.local,0,6,9.8,2,9.93,0.98,3,2,0
user_20@scp.local,0,2,93.5,4,36.82,0.98,5,2,0
user_7@scp.local,0,9,109.6,3,15.79,0.86,2,2,0
user_46@scp.local,0,3,12.6,4,30.34,0.87,1,2,0
user_18@scp.local,0,10,114.3,0,6.51,0.82,2,2,0
user_23@scp.local,0,0,37.0,3,30.85,0.85,4,1,0
user_9@scp.local,0,3,71.8,2,18.45,0.87,4,2,0
user_12@scp.local,0,3,16.9,1,1.31,0.96,3,1,0
user_8@scp.local,0,5,86.6,2,36.66,0.81,2,1,0
user_15@scp.local,0,3,118.1,3,22.19,0.95,4,1,0
user_34@scp.local,0,5,53.4,3,6.2,0.94,3,1,0
user_15@scp.local,0,3,33.7,1,47.85,0.98,3,2,0
user_10@scp.local,0,9,91.1,3,48.92,0.89,4,2,0
user_4@scp.local,0,61,23.7,1,13.58,0.81,1,2,1
user_6@scp.local,0,194,17.6,1,8.87,1.0,4,1,1
user_3@scp.local,0,6,474.8,6,33.8,0.98,1,1,1
user_17@scp.local,0,9,51.2,0,28.5,0.85,1,2,0
user_11@scp.local,0,5,119.3,0,7.4,0.99,3,2,0
user_30@scp.local,0,162,26.7,2,36.54,0.88,5,2,1
user_28@scp.local,0,0,26.3,0,17.18,0.98,1,1,0
user_16@scp.local,0,0,92.1,4,8.41,0.85,2,1,0
user_4@scp.local,0,8,83.3,4,42.43,0.98,2,1,0
user_31@scp.local,0,9,63.5,3,37.45,0.99,2,1,0
user_48@scp.local,0,9,96.5,0,17.28,0.87,2,2,0
user_3@scp.local,0,9,113.3,2,12.76,0.85,2,1,0
user_5@scp.local,0,4,79.1,3,35.75,0.84,3,1,0
user_11@scp.local,0,2,58.1,4,32.69,0.95,1,2,0
user_42@scp.local,0,5,42.8,0,24.73,0.95,2,2,0
user_28@scp.local,0,10,60.0,1,19.73,0.88,5,1,0
user_8@scp.local,0,7,28.3,3,18.12,1.0,1,1,0
user_16@scp.local,0,1,95.5,4,8.0,0.89,5,1,0
user_37@scp.local,0,1,7.3,4,30.57,0.89,3,2,0
user_7@scp.local,0,0,45.0,1,36.55,0.84,5,2,0
user_1@scp.local,0,5,11.6,0,20.4,0.88,3,2,0
user_40@scp.local,0,4,118.6,2,38.95,0.94,3,1,0
user_47@scp.local,0,101,16.1,2,43.3,0.81,1,1,1
user_38@scp.local,0,7,14.8,1,45.46,0.94,5,1,0
user_2@scp.local,0,8,98.9,2,30.69,0.86,4,2,0
user_15@scp.local,0,6,102.1,0,17.62,0.88,3,2,0
user_29@scp.local,0,1,52.7,0,10.89,0.95,3,2,0
user_13@scp.local,0,6,107.6,0,43.66,0.91,5,2,0
user_8@scp.local,0,4,109.4,0,37.45,0.94,1,2,0
user_27@scp.local,0,5,29.1,2,11.26,0.86,4,1,0
user_2@scp.local,0,9,24.2,2,27.2,0.95,4,1,0
user_50@scp.local,0,4,27.1,4,0.6,0.81,2,1,0
user_46@scp.local,0,4,18.4,2,45.94,0.87,3,2,0
user_21@scp.local,0,0,29.8,1,14.67,1.0,1,1,0
user_50@scp.local,0,3,26.3,0,31.42,0.99,1,1,0
user_42@scp.local,0,6,16.2,2,41.42,0.81,3,1,0
user_8@scp.local,0,8,51.4,2,18.4,0.93,2,1,0
user_45@scp.local,0,8,71.2,3,16.3,0.83,5,1,0
user_15@scp.local,0,4,263.9,6,32.59,0.92,2,2,1
user_10@scp.local,0,1,6.7,1,6.44,0.83,3,1,0
user_37@scp.local,0,7,24.7,4,37.12,0.83,1,2,0
user_3@scp.local,0,9,26.1,2,9.74,0.93,5,2,0
user_43@scp.local,0,3,15.1,0,36.59,0.95,1,1,0
user_21@scp.local,0,2,94.0,3,8.23,0.81,5,2,0
user_27@scp.local,0,6,83.8,3,0.85,0.94,2,1,0
user_32@scp.local,0,8,100.8,4,19.79,0.98,5,1,0
user_27@scp.local,0,3,110.7,0,48.81,0.93,5,2,0
user_34@scp.local,0,5,40.1,1,21.1,0.85,2,2,0
user_32@scp.local,0,3,72.2,4,23.94,0.98,3,1,0
user_14@scp.local,0,3,16.3,2,33.41,1.0,2,1,0
user_8@scp.local,0,2,61.1,3,42.72,0.85,1,1,0
user_34@scp.local,0,8,50.6,3,12.2,0.95,5,2,0
user_37@scp.local,0,2,114.4,1,13.24,0.82,4,1,0
user_20@scp.local,0,10,75.0,3,33.77,0.99,4,1,0
user_39@scp.local,0,3,14.1,0,12.09,0.9,2,2,0
user_6@scp.local,0,2,91.9,4,43.35,0.9,3,2,0
user_43@scp.local,0,7,56.0,1,43.73,0.95,4,1,0
user_28@scp.local,0,6,46.5,1,11.38,0.81,4,2,0
user_24@scp.local,0,5,107.4,2,36.78,0.88,4,2,0
user_20@scp.local,0,9,57.8,4,47.93,0.84,5,2,0
user_40@scp.local,0,8,11.5,3,7.85,0.91,1,1,0
user_18@scp.local,0,5,116.0,2,2.51,0.99,1,2,0
user_45@scp.local,0,8,108.2,0,24.65,0.95,4,1,0
user_6@scp.local,0,7,30.7,0,46.31,0.9,2,2,0
user_40@scp.local,0,2,5.7,2,25.14,0.83,2,1,0
user_41@scp.local,0,8,12.8,0,33.92,0.83,3,2,0
user_19@scp.local,0,9,108.1,0,2.65,0.81,2,2,0
user_15@scp.local,0,1,94.4,2,27.41,0.81,5,2,0
user_36@scp.local,0,9,23.2,1,22.14,0.94,5,1,0
user_5@scp.local,0,8,44.8,4,4.49,0.85,3,1,0
user_40@scp.local,0,5,22.0,2,12.62,0.81,2,2,0
user_12@scp.local,0,1,109.6,0,44.53,0.84,2,1,0
user_17@scp.local,0,5,29.6,3,40.41,0.84,4,2,0
user_3@scp.local,0,0,72.9,2,12.91,0.85,3,1,0
user_9@scp.local,0,171,28.2,4,42.54,0.85,1,1,1
user_40@scp.local,0,8,232.5,5,35.95,0.83,3,1,1
user_17@scp.local,0,3,28.2,1,14.53,0.97,3,1,0
user_11@scp.local,0,2,45.4,0,19.42,0.83,5,1,0
user_33@scp.local,0,9,54.1,3,13.47,0.88,4,2,0
user_16@scp.local,0,8,81.0,3,47.5,0.82,1,1,0
user_24@scp.local,0,36,57.5,0,45.15,0.01,3,1,1
user_8@scp.local,0,6,16.2,4,26.27,0.94,3,2,0
user_14@scp.local,0,3,75.1,2,22.94,0.87,2,1,0
user_45@scp.local,0,9,46.8,0,24.17,0.97,3,2,0
user_43@scp.local,0,2,95.1,4,42.53,0.98,5,1,0
user_10@scp.local,0,4,46.8,2,7.77,0.95,2,2,0
user_43@scp.local,0,55,12.9,4,1856.08,0.88,1,2,1
user_35@scp.local,0,2,73.7,3,45.39,0.92,5,1,0
user_5@scp.local,0,4,118.0,4,8.16,0.95,1,2,0
user_16@scp.local,0,6,89.1,0,17.24,0.97,5,1,0
user_42@scp.local,0,7,19.0,0,16.21,0.94,2,1,0
user_10@scp.local,0,9,26.6,2,8.74,0.88,3,2,0
user_28@scp.local,0,2,68.6,4,49.83,0.84,4,2,0
user_23@scp.local,0,3,117.5,2,32.86,0.94,2,2,0
user_40@scp.local,0,3,105.5,4,48.95,0.99,2,1,0
user_6@scp.local,0,4,233.5,5,6.57,0.92,4,2,1
user_34@scp.local,0,6,58.5,4,1.09,0.91,1,2,0
user_26@scp.local,0,172,23.0,1,35.64,0.99,3,2,1
user_46@scp.local,0,121,15.2,0,49.67,0.94,1,2,1
user_17@scp.local,0,9,102.1,3,4.48,0.92,5,2,0
